state_l,state_s,city,metro,rank,workers,industry,url,website,id,leadership,founded,company
Georgia,GA,Atlanta,Atlanta,393,53,IT Services,aspirent-consulting,aspirent.com,43179,Andrew Wells,2012-01-01,Aspirent Consulting
Florida,FL,Tampa,Tampa,394,12,Financial Services,skyway-capital-markets,skywaycapitalmarkets.com,70026,Russell Hunt,2002-01-01,Skyway Capital Markets
Virginia,VA,Arlington,"Washington, DC",395,19,Government Services,540co,540.co,72106,John O'Brien,2013-01-01,540.co
California,CA,Irvine,Los Angeles,396,40,Health,white-bottle,whitebottle.com,72111,Arash Anvaripour,2009-01-01,White Bottle
Missouri,MO,Springfield,"Springfield, MO",397,120,Energy,sun-solar,ussunsolar.com,43067,Caleb Arthur,2012-01-01,Sun Solar
California,CA,Los Angeles,Los Angeles,398,40,Advertising & Marketing,oxford-road,oxfordroad.com,72116,Dan Granger,2013-01-01,Oxford Road
Indiana,IN,Indianapolis,"Indianapolis, IN",399,10,Retail,supplykick,supplykick.com,72121,Josh Owens,2013-01-01,SupplyKick
Colorado,CO,Denver,Denver,400,21,Real Estate,biggerpockets,biggerpockets.com,72126,Joshua Dorkin,2004-01-01,BiggerPockets
Colorado,CO,Denver,Denver,401,75,Software,apto,apto.com,43081,Tanner Mcgraw,2012-01-01,Apto
Ohio,OH,Mayfield Heights,Cleveland,402,30,Business Products & Services,five-lakes-professional-services,fivelakespro.com,43166,Nick Partridge,2010-01-01,Five Lakes Professional Services
New York,NY,New York City,New York City,403,11,Advertising & Marketing,eff-creative-group,effcreative.com,72131,Doron Fetman,2013-01-01,Eff Creative Group
California,CA,Sacramento,"Sacramento, CA",404,93,Health,blossom-ridge-home-health-hospice,blossomridge.net,72136,Rick Lunsford,2011-01-01,Blossom Ridge Home Health & Hospice
California,CA,Santa Ana,Los Angeles,405,12,Retail,bear-down-consulting,n/a,43309,Josh Goldberg,2010-01-01,Bear Down Consulting
Texas,TX,Austin,Austin,406,122,Health,texan-allergy-and-sinus-center,texanallergy.com,72141,Allie Thompson,2013-01-01,Texan Allergy and Sinus Center
North Carolina,NC,Wilmington,"Wilmington, NC",407,20,Retail,off-the-hook-yacht-sales,http://www.offthehookyachts.com,43329,Jason Ruegg,2012-01-01,Off The Hook Yacht Sales
California,CA,Palo Alto,San Jose,408,75,Consumer Products & Services,tophatter,tophatter.com,72146,Ashvin Kumar,2011-01-01,Tophatter
Kansas,KS,Shawnee,"Kansas City, MO-KS",409,17,Logistics & Transportation,tallgrass-freight-co,tallgrassfreight.com,72151,Damon Anderson,2012-01-01,Tallgrass Freight Co
California,CA,San Francisco,San Francisco,410,30,Media,tout,tout.com,72156,Michael Downing,2012-01-01,Tout
Illinois,IL,Glenview,Chicago,411,20,Retail,one-stop-equine-shop,onestopequineshop.com,36732,Alexander Lans,2007-01-01,One Stop Equine Shop
Virginia,VA,Arlington,"Washington, DC",412,6,Real Estate,excel-group,excelgp.com,36697,Shoham Amin,2011-01-01,Excel Group
South Dakota,SD,Rapid City,"Rapid City, SD",413,39,Manufacturing,vrc-metal-systems,vrcmetalsystems.com,72161,Robert Hrabe,2013-01-01,VRC Metal Systems
California,CA,Culver City,Los Angeles,414,20,Food & Beverage,waiakea,waiakeasprings.com,72166,Ryan Emmons,2012-01-01,Waiakea
Virginia,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",415,29,Consumer Products & Services,buzz-franchise-brands,buzzfranchisebrands.com,68326,Kevin Wilson,2012-01-01,Buzz Franchise Brands
California,CA,San Diego,San Diego,416,30,Software,gositecom,http://gosite.com,72171,Alex Goode,2013-01-01,gosite.com
Illinois,IL,Chicago,Chicago,417,200,Real Estate,prospect-equities,prospectequities.com,72176,Rich Killian,2000-01-01,Prospect Equities
South Carolina,SC,Travelers Rest,"Greenville-Anderson-Mauldin, SC",418,3,Business Products & Services,sunkiko,sunkiko.com,72181,Pamela Evette,2009-01-01,Sunkiko
Washington,WA,issaquah,Seattle,419,54,IT Services,sophus-it-solutions,sophusinfo.com,43120,Suba Sundar,2010-01-01,Sophus IT Solutions
Texas,TX,Brookshire,Houston,420,11,Consumer Products & Services,ledge-lounger,ledgeloungers.com,72186,Christopher Anderson,2011-01-01,Ledge Lounger
Illinois,IL,Oakbrook Terrace,Chicago,421,25,Financial Services,midwest-corporate-credit,midwestcorporatecredit.com,36757,PK Patel,2011-01-01,Midwest Corporate Credit
New Jersey,NJ,Asbury Park,New York City,422,15,Advertising & Marketing,core-and-more-technologies,coreandmoretechnologies.com,43230,Andrew Young,2009-01-01,Core and More Technologies
Maryland,MD,Hagerstown,"Hagerstown-Martinsburg, MD-WV",423,50,IT Services,b-d-consulting,b-dconsulting.com,43135,Jeff Bearden,2004-01-01,B & D Consulting
California,CA,Redwood City,San Francisco,424,100,Advertising & Marketing,pierry,pierryinc.com,43304,Josh Pierry,2008-01-01,Pierry
Tennessee,TN,Memphis,"Memphis, TN-MS-AR",425,26,Construction,national-contract-flooring,ncfloors.com,72191,Jake Shuler,2013-01-01,National Contract Flooring
Massachusetts,MA,West Bridgewater,Boston,426,102,Logistics & Transportation,biotrans,biotrans-usa.com,43724,Paul Ruggere,2010-01-01,Biotrans
Utah,UT,Syracuse,"Ogden-Clearfield, UT",427,25,Health,eassist-dental-solutions,dentalbilling.com,43198,James Anderson,2011-01-01,eAssist Dental Solutions
Missouri,MO,Columbia,"Columbia, MO",428,380,Financial Services,adventures,http://adventur.es,19227,Brent Beshore,2007-01-01,adventur.es
Texas,TX,Allen,Dallas,429,28,IT Services,staffinghq,staffinghq.com,44842,Jeff Patty,2011-01-01,StaffingHQ
Georgia,GA,Atlanta,Atlanta,430,35,IT Services,rigor,rigor.com,72196,Craig Hyde,2010-01-01,Rigor
Georgia,GA,Duluth,Atlanta,431,12,Human Resources,einstein-peo,einsteinpeo.com,72201,Layne Davlin,2007-01-01,Einstein PEO
California,CA,Marina del Rey,Los Angeles,432,41,Health,smartypants-vitamins,smartypantsvitamins.com,36860,Courtney Nichols Gould,2010-01-01,SmartyPants Vitamins
Michigan,MI,Bloomfield Hills,Detroit,433,2,Engineering,reliatrain,reliatrain.com,43159,Jennifer Taylor-Haughey,2009-01-01,ReliaTrain
Texas,TX,Amarillo,"Amarillo, TX",434,25,Engineering,altura-engineering-design,alturaengineering.com,72206,Jacob Moreno,2013-01-01,Altura Engineering & Design
Illinois,IL,Chicago,Chicago,435,22,Consumer Products & Services,mystery-tackle-box,mysterytacklebox.com,72211,Ross Gordon,2012-01-01,Mystery Tackle Box
Colorado,CO,Denver,Denver,436,11,Advertising & Marketing,ivelocity-marketing,ivelocitymarketing.com,72216,James Roman,2012-01-01,Ivelocity Marketing
Virginia,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",437,30,Construction,axis-global-enterprises,axisge.com,43183,Ross Vierra,2009-01-01,Axis Global Enterprises
Texas,TX,Frisco,Dallas,438,46,IT Services,hindsight-software-solutions,hissinc.com,72221,Sambasiva Vankayalap,2013-01-01,Hindsight Software Solutions
Virginia,VA,Vienna,"Washington, DC",439,90,Health,virginia-home-care-services,virginiahcs.com,72226,Said Aliyev,2012-01-01,Virginia Home Care Services
West Virginia,WV,Morgantown,"Morgantown, WV",440,65,IT Services,nextgen-federal-systems,nextgenfed.com,43109,Jay Reddy,2011-01-01,NextGen Federal Systems
Pennsylvania,PA,Exton,Philadelphia,441,9,IT Services,spruce-infotech,spruceinfotech.com,72231,Venu Sangani,2011-01-01,SPRUCE INFOTECH
Wisconsin,WI,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",442,42,Software,penrod,penrod.co,43310,Joseph Taylor,2012-01-01,Penrod
Ohio,OH,Athens,"Athens, OH",443,10,Energy,ecolibrium-solar,ecolibriumsolar.com,72236,Jan Willem Van Der Werff,2011-01-01,Ecolibrium Solar
Minnesota,MN,Chanhassen,Minneapolis,444,2,Consumer Products & Services,course,course-h.com,72241,Curtis Anderson,2013-01-01,Course
California,CA,San Jose,San Jose,445,6,Financial Services,arcus-lending,arcuslending.com,72246,Shashank Shekhar,2008-01-01,Arcus Lending
Florida,FL,Clearwater,Tampa,446,162,Insurance,e-telequote-insurance,etelequote.com,36699,Anthony Solazzo,2011-01-01,e-TeleQuote Insurance
Illinois,IL,Rolling Meadows,Chicago,447,7,Retail,scotty-gear-retail,ww.scottygeargreek.com,72251,Joe Stefani,2012-01-01,Scotty Gear Retail
Georgia,GA,Norcrorss,Atlanta,448,22,Health,akesogen,akesogen.com,36894,Robert Boisjoli,2010-01-01,AKESOgen
Georgia,GA,Atlanta,Atlanta,449,325,Financial Services,kabbage,kabbage.com,36659,Rob Frohwein,2009-01-01,Kabbage
Illinois,IL,Franklin Park,Chicago,450,115,Logistics & Transportation,exegistics,exegistics.com,72256,Stephen Olds,2008-01-01,Exegistics
Tennessee,TN,Smyrna,Nashville,451,32,Construction,xpro,xprosupply.com,72261,Jason Barbera,2012-01-01,Xpro
North Carolina,NC,Raleigh,"Raleigh, NC",452,30,IT Services,anexio,anexio.com,25423,Anthony Pompliano,1996-01-01,ANEXIO
Massachusetts,MA,Maynard,Boston,453,25,Manufacturing,ecochlor,ecochlor.com,72266,Charlie Miller,2001-01-01,Ecochlor
California,CA,Hawaiian Gardens,Los Angeles,454,24,Construction,california-energy-solutions,californiaenergysolutions.com,72271,Andrew Kalman,1991-01-01,California Energy Solutions
Tennessee,TN,Nashville,Nashville,455,17,IT Services,crosslin-technologies,http://crosslintechnologies.com,72276,Justin Crosslin,2011-01-01,Crosslin Technologies
Georgia,GA,Atlanta,Atlanta,456,111,Environmental Services,recleim,recleim.com,72281,Steve Bush,2012-01-01,Recleim
Michigan,MI,Royal Oak,Detroit,457,70,Logistics & Transportation,rpm,loadrpm.com,43105,Barry Spilman,2010-01-01,RPM
Alabama,AL,Huntsville,"Huntsville, AL",458,20,Government Services,mission-driven-research,http://missiondrivenresearch.com,72286,Chris Gordon,2012-01-01,Mission Driven Research
Florida,FL,Pensacola,"Pensacola-Ferry Pass-Brent, FL",459,19,Health,iris---intelligent-retinal-imaging-systems,retinalscreenings.com,72291,Jason Crawford,2012-01-01,IRIS - Intelligent Retinal Imaging Systems
California,CA,La Jolla,San Diego,460,294,Health,host-healthcare,hosthealthcare.com,72296,Adam Francis,2012-01-01,Host Healthcare
Tennessee,TN,Chattanooga,"Chattanooga, TN-GA",461,44,Insurance,reliance-partners,reliancepartners.com,43395,Andrew Ladebauche,2009-01-01,Reliance Partners
Texas,TX,Georgetown,Austin,462,35,Education,the-ask-method-company,askmethod.com,72301,Ryan Levesque,2009-01-01,The Ask Method Company
California,CA,San Francisco,San Francisco,463,320,Business Products & Services,fivestars,http://fivestars.com,72306,Victor Ho,2011-01-01,FiveStars
New York,NY,New York City,New York City,464,70,Human Resources,gqr-global-markets,gqrgm.com,43249,Steven Talbot,2009-01-01,GQR Global Markets
New Jersey,NJ,Lincoln Park,New York City,465,15,Construction,jhds-structural-steel-fabricators,jhdsllc.com,72311,Jorge Hermida,2004-01-01,JHDS Structural Steel Fabricators
Minnesota,MN,Rochester,"Rochester, MN",466,4,IT Services,trbhi,http://trbhi.com,72316,Karthi Narayanaswami,2012-01-01,Trbhi
New York,NY,New York City,New York City,467,136,Construction,omnibuild,omnibuild.com,43271,Peter Serpico,2009-01-01,Omnibuild
Texas,TX,Irving,Dallas,468,12,Retail,franklin-media,franklinmediabooks.com,72321,Michael Fordinal,2012-01-01,Franklin Media
Alabama,AL,Union Grove,"Decatur, AL",469,12,Retail,vetinternetcocom,vic.pharmacy,26422,Richard Esneault,2009-01-01,VetInternetCo.com
Washington,WA,Spokane,"Spokane-Spokane Valley, WA",470,72,Travel & Hospitality,alfreds-away,stayalfred.com,43276,Jordan Allen,2011-01-01,Alfreds Away
Michigan,MI,Troy,Detroit,471,48,IT Services,erp-global,erpglobalinc.com,72326,Bhaskaraiah Thota,2011-01-01,ERP GLOBAL
District of Columbia,DC,Washington,"Washington, DC",472,9,Consumer Products & Services,soapbox,soapboxsoaps.com,72331,David Simnick,2010-01-01,SoapBox
California,CA,San Diego,San Diego,473,4,Health,superior-labs,http://superiorlabssupplements.com,72336,Jacob Hyten,2012-01-01,Superior Labs
New York,NY,New York City,New York City,474,58,Retail,knot-standard,knotstandard.com,36727,John Ballay,2010-01-01,Knot Standard
North Carolina,NC,Charlotte,Charlotte,475,8,Education,quimbee,quimbee.com,72341,Matt Sellers,2009-01-01,Quimbee
Texas,TX,Dallas,Dallas,476,23,Human Resources,tbx,thebenefitsexpert.com,72346,Joe Fernandez,2012-01-01,TBX
Illinois,IL,Chicago,Chicago,477,36,Business Products & Services,revamp-electronics,revampwholesale.com,36671,Anant Handa,2007-01-01,ReVamp Electronics
Washington,WA,Bellevue,Seattle,478,5,Retail,kaliber-global,kaliberglobal.com,72351,Sanjay Chandiram,2012-01-01,Kaliber Global
Florida,FL,Jacksonville,"Jacksonville, FL",479,15,Retail,the-white-magnolia-bridal-collection,whitemagnoliabridal.com,72356,Kerrie Hileman,2010-01-01,The White Magnolia Bridal Collection
Texas,TX,Dallas,Dallas,480,32,Financial Services,accumatch-property-tax-intelligence,accumatch.com,72361,Aaron Anderson,2002-01-01,Accumatch Property Tax Intelligence
Oregon,OR,Portland,"Portland, OR",481,11,Government Services,bahfed,bahfed.com,43032,Ken Paul,2011-01-01,BahFed
Georgia,GA,Atlanta,Atlanta,482,27,IT Services,macstadium,macstadium.com,42976,Gregory Mcgraw,2011-01-01,MacStadium
Pennsylvania,PA,Bethlem,"Allentown-Bethlehem-Easton, PA-NJ",483,12,Software,livehelpnow,livehelpnow.net,36843,Michael Kansky,2003-01-01,LiveHelpNow
South Carolina,SC,Mount Pleasant,"Charleston-North Charleston, SC",484,6,Health,source-ortho,sourceortho.com,72366,Elizabeth Gush,2012-01-01,Source Ortho
Virginia,VA,Glen Allen,"Richmond, VA",485,18,Real Estate,capital-square-1031,capitalsquare1031.com,72371,Louis Rogers,2012-01-01,Capital Square 1031
Texas,TX,Addison,Dallas,486,7,Business Products & Services,pbj-labs,ecomidate.com,72376,Darold Rydl,2013-01-01,PB&J Labs
New York,NY,New York City,New York City,487,7,Financial Services,grove-street-investment,grove-st.com,72381,Swati Sharma,2004-01-01,Grove Street Investment
Oregon,OR,Salem,"Salem, OR",488,43,Computer Hardware,rigado,rigado.com,72386,Ben Corrado,2010-01-01,Rigado
New York,NY,New York City,New York City,489,32,Advertising & Marketing,padsquad,padsquad.com,72391,Daniel Meehan,2012-01-01,PadSquad
Texas,TX,Austin,Austin,490,30,Construction,ccr-roofing,ccr-roofing.com,72396,Aaron Washburn,2010-01-01,CCR Roofing
Utah,UT,Sandy,Salt Lake City,491,259,Business Products & Services,clearsource,clearsourcebpo.com,36952,Rob Goeller,2008-01-01,ClearSource
Georgia,GA,Atlanta,Atlanta,492,78,Software,callrail,callrail.com,43029,Andy Powell,2011-01-01,CallRail
Georgia,GA,Atlanta,Atlanta,493,11,Consumer Products & Services,reduce,reduceeveryday.com,72401,Kenneth Kreafle,2006-01-01,Reduce
Massachusetts,MA,Boston,Boston,494,79,Advertising & Marketing,pixability,pixability.com,37100,Bettina Hein,2008-01-01,Pixability
Virginia,VA,Tysons,"Washington, DC",495,16,IT Services,nuvitek,nuvitek.com,72406,Venkat Veeramneni,2012-01-01,Nuvitek
New York,NY,Staten Island,New York City,496,3,Consumer Products & Services,igotoffer,igotoffer.com,72411,Svetlana Ustinova,2010-01-01,iGotOffer
Minnesota,MN,Wayzata,Minneapolis,497,12,Construction,revision,revisionmn.com,72416,Sven Gustafson,2010-01-01,Revision
New York,NY,Cedarhurst,New York City,498,78,Retail,taldepotcom,taldepot.com,42964,Jeremy Reichmann,2012-01-01,Taldepot.com
Virginia,VA,RIchmond,"Richmond, VA",499,36,Software,shockoe,shockoe.com,72421,Edwin Huertas,2010-01-01,Shockoe
Virginia,VA,Herndon,"Washington, DC",500,66,IT Services,talteam,talteam.com,42996,Reggie Mathew,2011-01-01,TalTeam
New York,NY,Ithaca,"Ithaca, NY",501,16,Real Estate,visum-development-group,visumdevelopment.com,72426,Todd Fox,2013-01-01,Visum Development Group
Virginia,VA,Gainesville,"Washington, DC",502,94,IT Services,open-systems-technologies,ostcorp.net,37176,Thomas R. Truitt,1996-01-01,Open Systems Technologies
Oregon,OR,Bend,"Bend-Redmond, OR",503,56,Food & Beverage,humm-kombucha,humm.com,43130,Jamie Danek,2009-01-01,Humm Kombucha
New Jersey,NJ,Cherry Hill,Philadelphia,504,55,Software,wodify-technologies,wodify.com,72431,Ameet Shah,2012-01-01,Wodify Technologies
Texas,TX,Weatherford,Dallas,505,85,Telecommunications,nextlink-internet,nextlinkinternet.com,72436,Bill Baker,2012-01-01,Nextlink Internet
Illinois,IL,Chicago,Chicago,506,32,Financial Services,renovo-financial,renovofinancial.com,72441,Kevin Werner,2011-01-01,Renovo Financial
West Virginia,WV,Morgantown,"Morgantown, WV",507,14,Financial Services,claudio-enterprises,uniquewv.com claudiocompany.com oralsurgerywv.com,72446,Dominick Claudio,2012-01-01,Claudio Enterprises
Texas,TX,Tomball,Houston,508,22,Environmental Services,ecosystem-planning-and-restoration,eprusa.net,72451,"Clarence Kaiser, III",2012-01-01,Ecosystem Planning and Restoration
California,CA,San Diego,San Diego,509,48,Financial Services,signature-analytics,signatureanalytics.com,43261,Peter Heald,2008-01-01,Signature Analytics
Arizona,AZ,Mesa,Phoenix,510,400,Education,hjr-global,hjrglobal.com,72456,Harrison Rogers,2012-01-01,HJR Global
California,CA,Los Angeles,Los Angeles,511,26,Advertising & Marketing,gotomyapartment,gotomyapartment.com,72461,Joshua Swanson,2011-01-01,GoToMyApartment
California,CA,Santa Monica,Los Angeles,512,13,Advertising & Marketing,mediakix,mediakix.com,72466,Evan Asano,2011-01-01,Mediakix
District of Columbia,DC,Washington,"Washington, DC",513,60,Software,contactually,contactually.com,72471,Zvi Band,2011-01-01,Contactually
Florida,FL,Vero Beach,"Sebastian-Vero Beach, FL",514,32,Business Products & Services,blue-dog-business-services,yourbluedog.com,72476,Ron Dichter,2010-01-01,Blue Dog Business Services
Florida,FL,Naples,"Naples-Immokalee-Marco Island, FL",515,37,Financial Services,capital-wealth-advisors,capitalwealthadvisors.com,72481,William Beynon,2004-01-01,Capital Wealth Advisors
California,CA,San Jose,San Jose,516,97,Business Products & Services,tredence,tredence.com,43225,Shub Bhowmick,2012-01-01,Tredence
Kentucky,KY,Louisville,"Louisville/Jefferson County, KY-IN",517,46,Software,skuvault,http://skuvault.com,72486,Andy Eastes,2011-01-01,SkuVault
Utah,UT,Park City,,518,15,Computer Hardware,brydge,http://brydgekeyboards.com,43699,"Nicholas Smith, Toby Mander-Jones",2012-01-01,Brydge
California,CA,San Diego,San Diego,519,147,Advertising & Marketing,rescue-|-the-behavior-change-agency,rescueagency.com,1170,Jeff Jordan,2005-01-01,Rescue | The Behavior Change Agency
Texas,TX,Austin,Austin,520,30,Food & Beverage,nulo,nulo.com,72491,Michael Landa,2010-01-01,Nulo
California,CA,Sherman Oaks,Los Angeles,521,46,Financial Services,payscout,payscout.com,25604,Cleveland Brown,2011-01-01,Payscout
Oklahoma,OK,Norman,"Oklahoma City, OK",522,5,Construction,monterey-construction,montereyok.com,72496,Chris Edwards,2013-01-01,Monterey Construction
Georgia,GA,Norcross,Atlanta,523,18,Construction,peachtree-restorations,http://peachtreerestorations.com,72501,Michael Johnson,2013-01-01,Peachtree Restorations
Illinois,IL,Naperville,Chicago,524,28,Advertising & Marketing,youtech-associates,youtechassociates.com,72506,Wilbur You,2012-01-01,Youtech & Associates
New York,NY,New York City,New York City,525,14,Consumer Products & Services,tickpick,tickpick.com,43014,Brett Goldberg,2011-01-01,TickPick
Ohio,OH,Harrison,Cincinnati,526,40,Construction,cincinnati-asphalt,cincyasphalt.com,72511,Joey Madden,2011-01-01,Cincinnati Asphalt
Georgia,GA,Atlanta,Atlanta,527,50,Software,synthio-formerly-social123,synthio.com,36777,Aaron Biddar,2011-01-01,Synthio (formerly Social123)
Colorado,CO,Denver,Denver,528,25,Media,marijuana-business-daily,mjbizdaily.com,43177,Cassandra Farrington,2011-01-01,Marijuana Business Daily
Maryland,MD,Columbia,Baltimore,529,47,IT Services,arcsource-group,arcsourcegroup.com,21645,Megan Pulliam,2008-01-01,ArcSource Group
Texas,TX,Austin,Austin,530,56,Business Products & Services,clearhead,clearhead.me,72516,Matty Wishnow,2012-01-01,Clearhead
Virginia,VA,Chantilly,"Washington, DC",531,30,Human Resources,jbr-solutions,jbrsolutionsinc.com,72521,Jaiya Bakshi,2002-01-01,JBR Solutions
Georgia,GA,Atlanta,Atlanta,532,19,Software,stable|kernel,stablekernel.com,72526,Joe Conway,2013-01-01,stable|kernel
California,CA,West Hollywood,Los Angeles,533,181,Financial Services,allied-wallet-usa,http://alliedwallet.com,21235,Andy Khawaja,2005-01-01,Allied Wallet USA
Georgia,GA,Alpharetta,Atlanta,534,46,IT Services,cira-infotech,cirainfotech.com,72531,Supriya Dhamancharla,2005-01-01,Cira InfoTech
Colorado,CO,Englewood,Denver,535,33,Construction,your-green-contractor,yourgreencontractor.com,43983,Nathan Mendel,2011-01-01,Your Green Contractor
Wyoming,WY,Sheridan,"Sheridan, WY",536,2,Consumer Products & Services,science-of-skill,scienceofskill.com,72536,Daniel Faggella,2012-01-01,Science of Skill
Minnesota,MN,Blaine,Minneapolis,537,8,Retail,jp-ecommerce,jpecommerce.com,72541,Josh Pribyl,2008-01-01,JP Ecommerce
New York,NY,New York City,New York City,538,5,Software,blue-label-labs,bluelabellabs.com,44615,Bobby Gill,2011-01-01,Blue Label Labs
California,CA,Pasadena,Los Angeles,539,35,Media,mycotoo,mycotoo.com,72546,Clifford Warner,2011-01-01,Mycotoo
California,CA,Palo Alto,San Jose,540,192,Business Products & Services,escalon-services,escalon.services,72551,Anurag Pal,2006-01-01,Escalon Services
Utah,UT,WEST VALLEY CITY,Salt Lake City,541,222,Energy,auric-solar,auricsolar.com,36817,Jess Phillips,2010-01-01,Auric Solar
Texas,TX,Dallas,Dallas,542,1268,Human Resources,pinnacle-group,pinnacle1.com/home,727,Nina Vaca,1996-01-01,Pinnacle Group
New York,NY,Great Neck,New York City,543,13,IT Services,getvoip,getvoip.com,43327,Reuben Yonatan,2012-01-01,GetVoIP
Texas,TX,Allen,Dallas,544,52,Health,primal-health,primalhealthlp.com,43133,Steve Gray,2012-01-01,Primal Health
Virginia,VA,Alexandria,"Washington, DC",545,249,Government Services,pro-sphere-tek,prosphere.com,26589,Rodger Blevins,2006-01-01,Pro-Sphere Tek
California,CA,Irvine,Los Angeles,546,65,Software,cirrus-insight,cirrusinsight.com,42974,Ryan Huff,2011-01-01,Cirrus Insight
Missouri,MO,Saint Peters,"St. Louis, MO-IL",547,19,Retail,jbloom,jbloomdesigns.com,72556,Bret Bonacorsi,2013-01-01,jBloom
Florida,FL,Ocala,"Ocala, FL",548,8,Business Products & Services,velocity-advisory-group,velocityadvisorygroup.com,72561,Dave Fechtman,2012-01-01,Velocity Advisory Group
Florida,FL,Winter Park,"Orlando, FL",549,22,Travel & Hospitality,teeming-vacation-rentals,teemingvr.com,72566,Jeffrey Paglialonga,2013-01-01,Teeming Vacation Rentals
Illinois,IL,Chicago,Chicago,550,45,Energy,navigate-power,navigatepower.com,72571,Brian Cecola,2012-01-01,Navigate Power
California,CA,San Luis Obispo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",551,70,Software,land-gorilla,http://landgorilla.com,43123,Sean Faries,2010-01-01,Land Gorilla
New York,NY,New York City,New York City,552,120,Advertising & Marketing,vertamedia,vertamedia.com,43454,Alex Bornyakov,2008-01-01,VertaMedia
Florida,FL,Davenport,"Orlando, FL",553,6,Advertising & Marketing,riz-media,rizmedia.net,72576,Rohail Rizvi,2008-01-01,Riz Media
California,CA,Walnut Creek,San Francisco,554,9,Financial Services,prime-meridian-capital-management,pmifunds.com,72581,Don Davis,2012-01-01,Prime Meridian Capital Management
Maryland,MD,Baltimore,Baltimore,555,6,Food & Beverage,bmore-organic,bmoreorganic.com,72586,Andrew Buerger,2011-01-01,B'more Organic
Colorado,CO,Denver,Denver,556,35,IT Services,dizzion,dizzion.com,72591,Steve Prather,2011-01-01,Dizzion
Massachusetts,MA,Boston,Boston,557,10,Food & Beverage,biena-foods,bienafoods.com,72596,Poorvi Patodia,2012-01-01,Biena Foods
Louisiana,LA,Vidalia,"Natchez, MS-LA",558,34,Consumer Products & Services,southern-designs,southerndesigns.net,72601,Tance Hughes,2008-01-01,Southern Designs
California,CA,Chino,Los Angeles,559,11,Consumer Products & Services,zippypaws,zippypaws.com,72606,Jennifer Cao,2011-01-01,ZippyPaws
California,CA,Fresno,"Fresno, CA",560,65,Construction,pacific-gold-marketing,pgmpower.com,42984,Lawrence Clark,2012-01-01,Pacific Gold Marketing
Georgia,GA,Alpharetta,Atlanta,561,29,Construction,chandlee-and-sons-construction,chandleeandsonsconstruction.com,72611,Seth Chandlee,2006-01-01,Chandlee and Sons Construction
Oklahoma,OK,Tulsa,"Tulsa, OK",562,218,Media,consumeraffairs,consumeraffairs.com,72616,Zac Carman,1998-01-01,ConsumerAffairs
Wisconsin,WI,Pewaukee,"Milwaukee-Waukesha-West Allis, WI",563,8,Software,intelligent-video-solutions,ipivs.com,72621,Kevin Marti,2013-01-01,Intelligent Video Solutions
Virginia,VA,Chantilly,"Washington, DC",564,172,IT Services,directviz-solutions,directviz.com,72626,Vinh Tran,2012-01-01,DirectViz Solutions
California,CA,San Francisco,San Francisco,565,142,Consumer Products & Services,touch-of-modern,touchofmodern.com,43062,Jerry Hum,2012-01-01,Touch of Modern
District of Columbia,DC,Washington,"Washington, DC",566,39,Business Products & Services,elevated,elevatedeffect.com,72631,Alayna Buckner,2013-01-01,Elevated
Ohio,OH,Independence,Cleveland,567,35,Logistics & Transportation,macropoint,macropoint.com,72636,Bennett Adelson,2011-01-01,MacroPoint
Wisconsin,WI,Kenosha,Chicago,568,42,Computer Hardware,vantage-point,vpcinnovations.com,25501,Nick Preuss,2006-01-01,Vantage Point
Wisconsin,WI,Madison,"Madison, WI",569,175,Health,bluetree-network,bluetreenetwork.com,72641,Jeremy Schwach,2012-01-01,Bluetree Network
California,CA,El Dorado Hills,"Sacramento, CA",570,30,Retail,slidebelts,slidebelts.com,43063,Brig Taylor,2007-01-01,SlideBelts
Idaho,ID,Meridian,"Boise City, ID",571,16,Business Products & Services,shadow-trackers,shadowtrackers.com,44858,Michael Kern,1992-01-01,Shadow Trackers
Michigan,MI,Grand Rapids,"Grand Rapids-Wyoming, MI",572,110,Health,grand-river-aseptic-manufacturing,grandriverasepticmfg.com,72646,Tom Ross,2011-01-01,Grand River Aseptic Manufacturing
Montana,MT,Belgrade,"Bozeman, MT",573,150,Travel & Hospitality,under-canvas,undercanvas.com,72651,Sarah Dusek,2009-01-01,Under Canvas
Florida,FL,Jacksonville,"Jacksonville, FL",574,17,Software,forcura,forcura.com,72656,Craig Mandeville,2012-01-01,Forcura
Utah,UT,Park City,"Summit Park, UT",575,67,Advertising & Marketing,advice-media,advicemedia.com,43167,Shawn Miele,2008-01-01,Advice Media
Illinois,IL,Chicago,Chicago,576,30,Software,buildout,buildout.com,67486,Vishu Ramanathan,2010-01-01,Buildout
Indiana,IN,Indianapolis,"Indianapolis, IN",577,19,Advertising & Marketing,fizziology,fizziology.com,43291,Ben Carlson,2009-01-01,Fizziology
Virginia,VA,Falls Church,"Washington, DC",578,72,Government Services,syntelligent-analytic-solutions,syntelligent.com,72661,Stephen Synnott,2010-01-01,Syntelligent Analytic Solutions
Oregon,OR,Portland,"Portland, OR",579,22,Health,provata-health,provatahealth.com,72666,Alex Goldberg,2013-01-01,Provata Health
