state_l,state_s,city,metro,rank,workers,industry,url,website,id,leadership,founded,company
California,CA,Arroyo Grande,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",580,23,Environmental Services,cloacina,cloacina.com,67511,Troy Ellison,2008-01-01,Cloacina
California,CA,Sunnyvale,San Jose,581,190,Software,jfrog,jfrog.com,37060,Shlomi Ben Haim,2008-01-01,JFrog
Texas,TX,Austin,Austin,582,285,Software,outboundengine,http://outboundengine.com,36731,Branndon Stewart,2012-01-01,OutboundEngine
New York,NY,saratoga springs,"Albany-Schenectady-Troy, NY",583,11,Advertising & Marketing,brandxads,brandxads.com,43526,Steve Berg,2005-01-01,BrandXads
Arkansas,AR,Bentonville,"Fayetteville-Springdale-Rogers, AR-MO",584,33,Business Products & Services,revunit,revunit.com,72671,Joe Saumweber,2012-01-01,RevUnit
Massachusetts,MA,Boston,Boston,585,41,Energy,bluewave-solar,bluewavesolar.com,72676,Trevor Hardy,2012-01-01,BlueWave Solar
Texas,TX,Frisco,Dallas,586,580,Real Estate,jp-piccinini-real-estate-services,http://jpar.net,72681,Giuseppe Piccinini,2011-01-01,JP and Associates REALTORS
Florida,FL,Pompano Beach,Miami,587,8,Real Estate,the-k-company-realty,kcorealty.com,36767,Nathan Klutznick,2009-01-01,The K Company Realty
Maryland,MD,Hanover,Baltimore,588,70,Government Services,vor-technology,vor-tech.com,43171,Anthony Lawrence,2012-01-01,VOR Technology
California,CA,San Francisco,San Francisco,589,620,Business Products & Services,anaplan,http://anaplan.com,72686,Frank Calderoni,2011-01-01,Anaplan
Arizona,AZ,Phoenix,Phoenix,590,15,Health,tailstorm-health,valleyofthesunpharmacy.com,72691,Viraj Gandhi,2004-01-01,Tailstorm Health
California,CA,Novato,San Francisco,591,113,Business Products & Services,the-execranks,execrank.com,72696,Jonathan Aspatore,2012-01-01,The ExecRanks
New Jersey,NJ,Parlin,New York City,592,93,IT Services,keypixel-software-solutions,keypixelusa.com,72701,Sharath Sreerangam,2008-01-01,Keypixel Software Solutions
California,CA,Santa Clarita,Los Angeles,593,20,Health,hardcore-fitness-boot-camp,hardcorefitnessinc.com,72706,Larry Nolan,2012-01-01,Hardcore Fitness Boot Camp
Colorado,CO,Englewood,Denver,594,41,Health,integrity-locums,ihcl.com,72711,Timothy Devereux,2012-01-01,Integrity Locums
Maryland,MD,Rockville,"Washington, DC",595,56,Government Services,ripple-effect-communications,rippleeffect.com,72716,Amy Bielski,2003-01-01,Ripple Effect Communications
California,CA,Carpinteria,"Oxnard-Thousand Oaks-Ventura, CA",596,364,Software,procore-technologies,http://procore.com,21776,"Craig ""Tooey"" Courtemanche",2003-01-01,Procore Technologies
Illinois,IL,Chicago,Chicago,597,520,Health,outcome-health,outcomehealth.com,23758,Rishi Shah,2006-01-01,Outcome Health
Texas,TX,Frisco,Dallas,598,8,Advertising & Marketing,nextafter,nextafter.com,43247,Tim Kachuriak,2009-01-01,NextAfter
New York,NY,Schenectady,"Albany-Schenectady-Troy, NY",599,8,Retail,darn-good-yarn,darngoodyarn.com,72721,Nicole Snow,2008-01-01,Darn Good Yarn
Texas,TX,Dallas,Dallas,600,14,Education,wwwtherealalliancecom,therealalliance.com,72726,Matthew Elmer,2011-01-01,www.therealalliance.com
Florida,FL,Palm Harbor,Tampa,601,22,Health,black-book-research,blackbookmarketresearch.com,72731,Douglas Brown,2010-01-01,Black Book Research
New York,NY,Chester,New York City,602,14,Human Resources,pc-payroll,pcpayroll.com,67506,Jay Mittelman,2011-01-01,PC Payroll
California,CA,Irvine,Los Angeles,603,23,Advertising & Marketing,sports-1-marketing,sports1marketing.com,43311,David Meltzer,2010-01-01,Sports 1 Marketing
California,CA,Camarillo,"Oxnard-Thousand Oaks-Ventura, CA",604,39,Telecommunications,geolinks,http://geolinks.com,72736,Skyler Ditchfield,2011-01-01,GeoLinks
Pennsylvania,PA,Lancaster,"Lancaster, PA",605,24,Construction,proto-construction-management,tonogroup.com,72741,Hunter Johnson,2001-01-01,Proto Construction Management
California,CA,Walnut Creek,San Francisco,606,50,Consumer Products & Services,maximum-games,maximumgames.com,37826,Christina Seelye,2009-01-01,Maximum Games
Florida,FL,Orlando,"Orlando, FL",607,21,Financial Services,imerchant-direct,imerchantdirect.com,72746,Ralph Herro,2009-01-01,iMerchant Direct
North Carolina,NC,Indian Trail,Charlotte,608,90,Construction,spangler-restoration,http://callspangler.com,37563,Josh Spangler,2009-01-01,Spangler Restoration
Alabama,AL,Huntsville,"Huntsville, AL",609,56,Government Services,msb-analytics,msbainc.com,43301,Tharon Honeycutt,2006-01-01,MSB Analytics
Texas,TX,Addison,Dallas,610,30,Retail,koupon-media,kouponmedia.com,43237,Bill Ogle,2011-01-01,Koupon Media
Massachusetts,MA,Natick,Boston,611,133,Software,definitive-healthcare,definitivehc.com,72751,Jason Krantz,2008-01-01,Definitive Healthcare
Georgia,GA,Atlanta,Atlanta,612,202,Government Services,karna,karna.com,43196,Ambica Yadav,2008-01-01,Karna
Oklahoma,OK,Edmond,"Oklahoma City, OK",613,8,Consumer Products & Services,keyser-ventures,keyserventures.com,72756,Matt Keyser,2013-01-01,Keyser Ventures
Nebraska,NE,Lincoln,"Lincoln, NE",614,50,Advertising & Marketing,archrival,archrival.com,44771,Clint! Runge,2000-01-01,Archrival
Georgia,GA,Atlanta,Atlanta,615,350,Food & Beverage,southern-proper-hospitality,sphospitality.com,72761,Chris Hadermann,2005-01-01,Southern Proper Hospitality
Georgia,GA,Atlanta,Atlanta,616,110,Human Resources,ssi,supersystemsinc.com,37312,Mike Kreider,1983-01-01,SSi
Arizona,AZ,Gilbert,Phoenix,617,42,Business Products & Services,culver-equipment,culvereq.com,43272,John Culver,1997-01-01,Culver Equipment
Washington,WA,Seattle,Seattle,618,67,Advertising & Marketing,shaw-scott,http://shawscott.com,37709,Melissa Shaw,2009-01-01,Shaw + Scott
Virginia,VA,Richmond,"Richmond, VA",619,520,Insurance,the-hilb-group,hilbgroup.com,37285,Robert Hilb,2009-01-01,The Hilb Group
New York,NY,New York City,New York City,620,29,Media,surface-media,surfacemag.com,23249,Marc Lotenberg,1993-01-01,Surface Media
California,CA,Oakland,San Francisco,621,94,Business Products & Services,whiplash-merchandising,getwhiplash.com,36951,James Marks,2009-01-01,Whiplash Merchandising
Pennsylvania,PA,Nazareth,"Allentown-Bethlehem-Easton, PA-NJ",622,33,Insurance,american-insurance-organization,aiosales.com,43568,John Pequeno,2005-01-01,American Insurance Organization
Virginia,VA,Arlington,"Washington, DC",623,40,Business Products & Services,greenzone-solutions,greenzoneinc.com,72766,Aliya Hussein,2010-01-01,GreenZone Solutions
Ohio,OH,Cincinnati,Cincinnati,624,238,Health,health-carousel,healthcarousel.com,43694,Bill Deville,2004-01-01,Health Carousel
Colorado,CO,Denver,Denver,625,24,Food & Beverage,cappellos-grain-free,cappellos.com,72771,Benjamin Frohlichstein,2011-01-01,Cappello's Grain Free
New York,NY,Brooklyn,New York City,626,100,Advertising & Marketing,prolific-interactive,prolificinteractive.com,43254,Bobak Emamian,2009-01-01,Prolific Interactive
Oregon,OR,Portland,"Portland, OR",627,210,Health,healthsparq,healthsparq.com,43096,Mark Menton,2012-01-01,HealthSparq
New Jersey,NJ,Wildwood Crest,"Ocean City, NJ",628,450,Travel & Hospitality,icona-resorts,icona.com,43750,Eustace Mita,2006-01-01,ICONA Resorts
Maryland,MD,severna park,Baltimore,629,16,Software,calltrackingmetrics,calltrackingmetrics.com,43121,Todd Fisher,2012-01-01,CallTrackingMetrics
Virginia,VA,Ashburn,"Washington, DC",630,46,Human Resources,knowledgebank,knowledgebank.us.com,5284,Kevin Antler,2003-01-01,KnowledgeBank
California,CA,Danville,San Francisco,631,12,Real Estate,realestateinvestorcom,joinreivault.com,43292,Gary Boomershine,2007-01-01,RealEstateInvestor.com
Pennsylvania,PA,Philadelphia,Philadelphia,632,50,Software,club-os,club-os.com,72776,Adam Stokar,2011-01-01,Club OS
Wisconsin,WI,Madison,"Madison, WI",633,35,Advertising & Marketing,evoke-brand-strategies,ideasthatevoke.com,43191,Kelly Ehlers,2009-01-01,Evoke Brand Strategies
Washington,WA,Seattle,Seattle,634,36,Financial Services,lighter-capital,lightercapital.com,43197,BJ Lackland,2010-01-01,Lighter Capital
Michigan,MI,Jackson,"Jackson, MI",635,38,Consumer Products & Services,makeup-geek,makeupgeek.com,25155,Marlena Stell,2008-01-01,Makeup Geek
New York,NY,West Babylon,New York City,636,34,Health,gamma-labs,gfuel.com,43244,Clifford Morgan,2004-01-01,Gamma Labs
Georgia,GA,Atlanta,Atlanta,637,29,IT Services,adapture,http://adapture.com,72781,Robert Pastor,2013-01-01,ADAPTURE
California,CA,Campbell,San Jose,638,69,Computer Hardware,arterisip,arteris.com,21317,K. Charles Janac,2013-01-01,ArterisIP
Illinois,IL,Scott AFB,"St. Louis, MO-IL",639,80,Logistics & Transportation,aegis-strategies,aegis-strategies.com,43486,Jason Carter,2010-01-01,Aegis Strategies
California,CA,San Francisco,San Francisco,640,41,IT Services,enterprise-horizon-consulting-group,enterprisehorizon.com,72786,Eu-jeania Hwang,2005-01-01,Enterprise Horizon Consulting Group
Massachusetts,MA,Framingham,Boston,641,88,Media,disruptor-beam,disruptorbeam.com,36997,Jon Radoff,2011-01-01,Disruptor Beam
Texas,TX,Houston,Houston,642,180,Health,genova-health,genovahealth.com,72791,Daniel Gottschalk,2011-01-01,Genova Health
California,CA,San Francisco,San Francisco,643,14,Consumer Products & Services,ocean-beach-sportswear,oceanbeachco.com,72796,Will Hoppe,2013-01-01,Ocean Beach Sportswear
South Carolina,SC,Charleston,"Charleston-North Charleston, SC",644,159,Advertising & Marketing,purecars-automotive,purecars.com,25749,Jeremy Anspach,2007-01-01,PureCars Automotive
Texas,TX,Fort Worth,Dallas,645,31,Advertising & Marketing,january-digital,http://januarydigital.com,72801,Victor Drabicky,2012-01-01,January Digital
Utah,UT,Park City,"Summit Park, UT",646,18,Business Products & Services,onsite-media-solutions,onsitemedia.com,43313,Brian Van Hecke,2012-01-01,OnSite Media Solutions
New York,NY,Long Island City,New York City,647,9,Retail,eau-de-luxe,eaudeluxe.com,26201,Sudhir Gupta,2008-01-01,EAU DE LUXE
California,CA,Carlsbad,San Diego,648,79,Travel & Hospitality,sor-technology,sortechnology.com,43286,Kevin Schneider,2004-01-01,SOR Technology
South Carolina,SC,Greenvilles,"Greenville-Anderson-Mauldin, SC",649,52,IT Services,green-cloud-technologies,gogreencloud.com,42998,Shay Houser,2011-01-01,green cloud technologies
Georgia,GA,Alpharetta,Atlanta,650,30,Business Products & Services,credo-cfos-and-cpas,credofinance.com,72806,Daniel Lucas,2012-01-01,Credo CFOs and CPAs
Oklahoma,OK,Oklahoma City,"Oklahoma City, OK",651,95,Business Products & Services,wegolook,wegolook.com,22851,Robin Smith,2009-01-01,WeGoLook
New York,NY,Guilderland Center,"Albany-Schenectady-Troy, NY",652,52,Food & Beverage,remarkable-liquids,remarkableliquids.com,42970,Spencer Noakes,2012-01-01,Remarkable Liquids
Pennsylvania,PA,Sewickley,"Pittsburgh, PA",653,100,Health,careform,careform.com,72811,Steven Fleck,2012-01-01,Careform
Ohio,OH,Columbus,"Columbus, OH",654,375,IT Services,ventech-solutions,ventechsolutions.com,4121,Ravi Kunduru,2001-01-01,Ventech Solutions
Virginia,VA,Springfield,"Washington, DC",655,15,Construction,hauling-unlimited,haulingunlimited.com,72816,Carlos Bonilla,2010-01-01,Hauling Unlimited
New Hampshire,NH,Portsmouth,Boston,656,273,Health,convenientmd,convenientmd.com,72821,Gareth Dickens,2012-01-01,ConvenientMD
Virginia,VA,Alexandria,"Washington, DC",657,8,Government Services,world-services,world-servicesllc.com,72826,Shueyb Ali,2010-01-01,World Services
Iowa,IA,West Des Moines,"Des Moines-West Des Moines, IA",658,272,Retail,ivy-lane,vioc.com,72831,Thomas Bernau,2012-01-01,Ivy Lane
New York,NY,Schenectady,"Albany-Schenectady-Troy, NY",659,40,Software,jahnel-group,jahnelgroup.com,72836,Darrin Jahnel,2009-01-01,Jahnel Group
California,CA,Rosemead,Los Angeles,660,61,Real Estate,remax-titanium,teamnuvision.net,43372,Rudy Lira Kusuma,2007-01-01,RE/MAX TITANIUM
Texas,TX,Dripping Springs,Austin,661,188,Food & Beverage,whim-hospitality,whimhospitality.com,43182,Kimberly Hanks,2012-01-01,Whim Hospitality
Oregon,OR,Portland,"Portland, OR",662,64,Business Products & Services,propeller,propellerconsulting.com,72841,Amy Weeden,2012-01-01,Propeller
Florida,FL,Clearwater,Tampa,663,184,Insurance,protect-my-car,protectmycar.com,72846,Craig Rubino,2005-01-01,Protect My Car
Florida,FL,Miami,Miami,664,13,Retail,gunmag-warehouse,gunmagwarehouse.com,72851,Michael Lambka,2012-01-01,Gunmag Warehouse
Iowa,IA,Milford,"Spirit Lake, IA",665,1752,Health,grapetree-medical-staffing,grapetree.org,43590,Timothy Kinnetz,1999-01-01,GrapeTree Medical Staffing
Virginia,VA,McLean,"Washington, DC",666,16,Consumer Products & Services,dipietro-family-law-group-pllc,familyanddivorcelawyers.com,72856,Joseph Dipietro,2010-01-01,"DiPietro Family Law Group, PLLC"
California,CA,San Francisco,San Francisco,667,160,Software,sauce-labs,saucelabs.com,43236,Charles Ramsey,2008-01-01,Sauce Labs
Pennsylvania,PA,Philadelphia,Philadelphia,668,13,Energy,luxtech,luxtechled.com,72861,Sean Darras,2012-01-01,LUXTECH
Virginia,VA,McLean,"Washington, DC",669,776,IT Services,dovel-technologies,doveltech.com,43564,Paul Leslie,2005-01-01,Dovel Technologies
California,CA,Woodland Hills,Los Angeles,670,100,Financial Services,goldco-precious-metals,goldco.com,36644,Trevor Gerszt,2006-01-01,Goldco Precious Metals
Texas,TX,Houston,Houston,671,21,Energy,rebellion-photonics,rebellionphotonics.com,72866,Allison Sawyer,2009-01-01,Rebellion Photonics
Illinois,IL,Chicago,Chicago,672,25,Health,best-home-healthcare-network,bhhcare.com,72871,Iqbal Shariff,2009-01-01,Best Home Healthcare Network
Pennsylvania,PA,Pittsburgh,"Pittsburgh, PA",673,123,Food & Beverage,edward-marc-brands,edwardmarc.com,37117,Chris Edwards,1914-01-01,EDWARD MARC BRANDS
Washington,WA,Seattle,Seattle,674,40,Media,dope-magazine,dopemagazine.com,43376,David Tran,2011-01-01,Dope Magazine
New York,NY,New York City,New York City,675,48,Advertising & Marketing,insticator,http://insticator.com,44777,Zackary Dugow,2012-01-01,Insticator
Arizona,AZ,Tempe,Phoenix,676,28,IT Services,renwell,http://cloudsoftwarellc.com,43211,David Watson,2011-01-01,Renwell
Florida,FL,Saint Petersburg,Tampa,677,149,Manufacturing,private-label-skin,privatelabelsk.in,43162,Eric Pogue,2012-01-01,Private Label Skin
New Jersey,NJ,Oradell,New York City,678,110,IT Services,sooryen-technologies,sooryen.com,43210,Ram Ganesan,2011-01-01,Sooryen Technologies
Connecticut,CT,Hamden,"New Haven-Milford, CT",679,14,Food & Beverage,votto-vines-importing,vottovines.com,24937,Michael Votto,2009-01-01,Votto Vines Importing
Texas,TX,Fort Worth,Dallas,680,80,Government Services,king-george,kinggeorge.us,43402,George Bernard,2011-01-01,King George
Ohio,OH,Beavercreek,"Dayton, OH",681,97,Government Services,tacg,tacgsolutions.com,43499,Brian Chaney,2006-01-01,TACG
Virginia,VA,Reston,"Washington, DC",682,110,Government Services,sekon-enterprise,sekon.com,43281,Angela Wilson,1996-01-01,SeKON Enterprise
Florida,FL,Jacksonville,"Jacksonville, FL",683,240,Food & Beverage,willie-jewells-old-school-bar-b-q,williejewells.com,72876,Joshua Martino,2008-01-01,Willie Jewell's Old School Bar-B-Q
Pennsylvania,PA,Reading,"Reading, PA",684,15,Energy,rer-energy-group,rerenergygroup.com,38131,Jim Kurtz,2009-01-01,RER Energy Group
Pennsylvania,PA,Wexford,"Pittsburgh, PA",685,11,Consumer Products & Services,cellhelmet,cellhelmet.com,72881,Michael Kane,2012-01-01,cellhelmet
Washington,WA,Seattle,Seattle,686,26,Advertising & Marketing,2a-consulting,http://2a.consulting,72886,"Renato Agrella, Abigail Breckenridge",2010-01-01,2A Consulting
Washington,WA,Bellevue,Seattle,687,17,Real Estate,caliber-real-estate,caliberre.com,72891,Ian Morell,2013-01-01,Caliber Real Estate
Texas,TX,Austin,Austin,688,26,Food & Beverage,live-soda,drinklive.com,72896,Trevor Ross,2013-01-01,LIVE Soda
New York,NY,New York City,New York City,689,125,Retail,123stores,123stores.com,26556,Sharad Kajaria,2010-01-01,123Stores
California,CA,Los Angeles,Los Angeles,690,465,Business Products & Services,elevate-services,elevateservices.com,42983,Lokendra Tomar,2011-01-01,Elevate Services
Wisconsin,WI,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",691,21,Retail,dynamic-solutions-worldwide,dynatrap.com,72901,James H Hunter III,2010-01-01,DYNAMIC SOLUTIONS WORLDWIDE
Arizona,AZ,Phoenix,Phoenix,692,35,Software,revolutionparts,revolutionparts.com,72906,Ibrahim Mesbah,2013-01-01,RevolutionParts
Maryland,MD,Baltimore,Baltimore,693,40,Government Services,arch-systems,archsystemsinc.com,37222,Vini Ehsan,2006-01-01,Arch Systems
Pennsylvania,PA,Conshohocken,Philadelphia,694,230,Financial Services,swift-capital,swiftcapital.com,25496,Ed Harycki,2011-01-01,Swift Capital
New Jersey,NJ,Linden,New York City,695,3,Food & Beverage,tomasino-foods,tomasinofoods.com,72911,Justin Tomasino,2013-01-01,Tomasino Foods
Texas,TX,Dallas,Dallas,696,10,Consumer Products & Services,james-martin-furniture,jamesmartinfurniture.com,72916,Heath Malone,2012-01-01,James Martin Furniture
Pennsylvania,PA,Pittsburgh,"Pittsburgh, PA",697,12,Logistics & Transportation,elite-transit-solutions,elitetransitsolutions.com,72921,Michael Johnson,2011-01-01,Elite Transit Solutions
California,CA,San Diego,San Diego,698,29,Advertising & Marketing,ignite-visibility,ignitevisibility.com,72926,John Lincoln,2012-01-01,Ignite Visibility
Virginia,VA,Chantilly,"Washington, DC",699,130,Government Services,koniag-information-security-services,koniagss.com,72931,Edward O'Hare,2011-01-01,Koniag Information Security Services
Colorado,CO,Centennial,Denver,700,225,IT Services,opteamix,opteamix.com,43115,Tony Hadzi,2012-01-01,Opteamix
California,CA,San Diego,San Diego,701,35,Human Resources,shepherd-search-group,shepherdsg.com,72936,David Gantshar,2013-01-01,Shepherd Search Group
Indiana,IN,New Albany,"Louisville/Jefferson County, KY-IN",702,76,Advertising & Marketing,smartbox-web-marketing,smartboxwebmarketing.com,43145,Colin Receveur,2001-01-01,SmartBox Web Marketing
Maryland,MD,Bowie,"Washington, DC",703,14,Engineering,concepts-beyond,conceptsbeyond.com,72941,Alex Nguyen,2008-01-01,Concepts Beyond
Missouri,MO,St Louis,"St. Louis, MO-IL",704,19,Software,hatchbuck,hatchbuck.com,72946,Donald Breckenridge,2012-01-01,Hatchbuck
Pennsylvania,PA,Media,Philadelphia,705,4,Energy,park-power,parkpower.com,72951,Gary Desanto,2012-01-01,Park Power
Texas,TX,Bedford,Dallas,706,39,Construction,crimson-building-company,crimsonbuilders.com,72956,Eric Little,2011-01-01,Crimson Building Company
Michigan,MI,Saline,"Ann Arbor, MI",707,262,Health,spring-sprout,springandsprout.network,43506,Michael Schwartz,2012-01-01,Spring & Sprout
Georgia,GA,Kennesaw,Atlanta,708,10,Business Products & Services,officezilla,officezilla.com,72961,Darin Kraetsch,2012-01-01,OfficeZilla
Illinois,IL,Litchfield,"St. Louis, MO-IL",709,12,Retail,midwest-aftermarket,midwestaftermarket.com,72966,Cass Cooper,2013-01-01,Midwest Aftermarket
California,CA,Sacramento,"Sacramento, CA",710,10,Advertising & Marketing,sagent,sagentmarketing.com,72971,Anne Staines,2004-01-01,Sagent
